,RESPNUM,CCGID,RUNID,INTDATE,DAY,GATE,BAREA,STRATA,PEAK,METHOD,SAQ,AIRLINE,DESTINATION,FLIGHT,AIRLINE_CODE,DEST_CODE,DESTGEO,DESTMARK,ARRTIME,DEPTIME,HOWLONG,Q2A,Q2B,Q2C,Q3A,Q3B,Q3C,Q3PARK,Q4A,Q4B,Q4C,Q4D,Q5A,Q5B,Q6,Q7A,Q7B,Q7C,Q7D,Q7E,Q7F,Q7G,Q7H,Q7I,Q7J,Q7K,Q7L,Q7M,Q7N,Q7O,Q8A,Q8B,Q8C,Q8D,Q8E,Q9A,Q9B,Q9C,Q9D,Q9E,Q9F,Q9COM1,Q9COM2,Q9COM3,Q10,Q10COM1,Q10COM2,Q10COM3,Q11,Q12,Q12COM1,Q12COM2,Q12COM3,Q13A,Q13B,Q14A,Q14B,Q15,Q15A,Q15B,Q15C,Q16,Q17,Q18CITY,Q18STATE,Q18ZIP,Q18COUNTRY,HOME,Q19,Q20,Q21,Q22,Q23A,Q23B,LANG,WEIGHT
1387,1406,622,278,15,MON,24,B,1,1,1,2,SOUTHWEST,ST. LOUIS,1520,25,63,3,2,7:00:00,09:15:00,135,3,,,5,,,,1,1,1,2,1,1,4,0,3,3,3,0,2,4,0,0,6,6,6,6,6,3,0,,,,,5,6,6,5,4,4,0,,,5,1,,,1,5,0,,,1,5,4,5,2,,,,8,3,,FL,,US,12,7,2,0,1,2,2,1,1.1156485207100593
1388,1407,623,278,15,MON,24,B,1,1,1,2,SOUTHWEST,ST. LOUIS,1520,25,63,3,2,8:00:00,09:15:00,75,3,,,3,,,,2,2,1,2,2,1,2,5,5,4,4,6,4,6,6,6,4,6,5,6,1,5,0,,,,,5,5,3,5,5,5,0,,,5,0,,,1,5,0,,,11,5,5,5,2,,,,10,3,BRIGHTON,IL,62012.0,US,11,7,2,4,1,2,2,1,1.1156485207100593
1389,1408,624,278,15,MON,24,B,1,1,1,2,SOUTHWEST,ST. LOUIS,1520,25,63,3,2,7:40,09:15:00,95,2,,,2,,,,1,1,1,1,1,1,3,4,3,3,4,5,5,6,6,4,4,6,6,6,6,4,14,,,,,5,6,6,3,4,4,0,,,4,6,,,2,,,,,5,4,4,4,2,,,,9,3,COLLINGSVILLE,IL,62234.0,US,11,4,2,2,2,2,2,1,1.1156485207100593
1390,1409,490,272,15,MON,2,A,1,3,1,1,ALASKA,PUERTO VALLARTA,222,7,52,4,1,8:30 AM,09:50:00,80,2,,,2,,,,1,2,1,2,5,1,4,4,4,4,4,4,4,4,4,4,6,6,6,6,6,4,0,,,,,5,5,5,5,5,5,0,,,5,4,,,2,,,,,7,5,5,5,2,,,,8,1,SAN JOSE,CA,,US,4,2,2,1,1,1,2,1,0.4937398809523809
1391,1410,491,272,15,MON,2,A,1,3,1,1,ALASKA,PUERTO VALLARTA,222,7,52,4,1,8:00:00,09:50:00,110,2,,,3,,,,1,1,2,2,1,2,4,3,3,4,3,3,4,6,6,3,6,2,6,6,6,3,4,,,,,3,6,6,3,2,3,0,,,4,16,,,2,,,,,11,6,3,6,2,,,,9,3,WASHINGTON,DC,,US,12,4,2,4,3,2,1,1,0.4937398809523809
1392,1411,492,272,15,MON,2,A,1,3,1,1,ALASKA,PUERTO VALLARTA,222,7,52,4,1,7:30 AM,09:50:00,140,2,,,5,,,,1,2,2,1,2,2,4,4,6,6,5,5,5,6,6,5,5,5,5,6,6,5,0,,,,,5,5,5,5,5,5,0,,,5,15,,,2,,,,,5,3,5,2,2,,,,10,3,,,,PORTUGAL,15,6,2,1,2,2,2,1,0.4937398809523809
1393,1412,493,272,15,MON,2,A,1,3,1,2,ALASKA,PUERTO VALLARTA,222,7,52,4,1,8:45 AM,09:50:00,65,2,,,3,,,,2,2,2,2,3,1,3,5,5,5,5,5,5,5,5,5,6,6,6,6,6,5,0,,,,,5,6,6,5,6,5,0,,,5,0,,,4,,,,,11,0,6,6,2,,,,10,3,SEATTLE,WA,98112.0,US,10,4,1,4,1,2,1,1,0.4937398809523809
1394,1413,494,272,15,MON,2,A,1,3,1,2,ALASKA,PUERTO VALLARTA,222,7,52,4,1,7:15 AM,09:50:00,155,2,,,2,,,,1,1,1,3,3,1,4,5,5,5,5,5,5,5,5,6,5,5,5,6,5,5,11,,,,,5,5,5,5,5,5,0,,,5,0,,,2,,,,,1,0,5,5,2,,,,10,1,HAYWARD,CA,94544.0,US,3,3,2,4,2,1,1,1,0.4937398809523809
1395,1414,495,272,15,MON,2,A,1,3,1,2,ALASKA,PUERTO VALLARTA,222,7,52,4,1,7:50 AM,09:50:00,120,2,,,2,,,,1,1,2,2,1,2,0,3,6,3,3,3,3,3,3,3,3,3,3,3,3,3,1,,,,,4,4,4,4,4,4,0,,,4,0,,,1,3,0,,,6,4,4,4,2,,,,6,3,,,,US,99,5,4,3,2,2,2,1,0.4937398809523809
1396,1415,496,272,15,MON,2,A,1,3,1,2,ALASKA,PUERTO VALLARTA,222,7,52,4,1,8:20 AM,09:50:00,90,2,,,3,,,,0,0,1,0,2,1,4,5,3,6,6,4,4,0,0,0,0,0,0,0,0,0,1,,,,,0,0,0,0,1,0,4,,,5,0,,,0,,,,,11,0,0,0,0,,,,11,3,SEATTLE,WA,,US,10,5,2,0,2,4,4,1,0.4937398809523809
1397,1416,497,272,15,MON,2,A,1,3,1,2,ALASKA,PUERTO VALLARTA,222,7,52,4,1,9:00:00,09:50:00,50,2,,,3,,,,2,2,2,1,3,1,4,5,4,4,4,4,4,4,4,4,6,6,6,6,6,4,0,,,,,4,6,6,4,3,4,0,,,5,4,,,2,,,,,11,6,6,6,2,,,,10,3,PORTLAND,OR,97209.0,US,10,5,1,4,2,1,2,1,0.4937398809523809
1398,1417,498,272,15,MON,2,A,1,3,1,2,ALASKA,PUERTO VALLARTA,222,7,52,4,1,8:00:00,09:50:00,110,2,,,3,,,,0,0,1,0,1,2,1,5,4,4,4,5,5,4,4,6,6,6,6,6,6,4,0,,,,,4,6,6,5,5,4,0,,,4,1,,,2,,,,,11,6,4,5,2,,,,9,3,SALT LAKE CITY,UT,84065.0,US,10,3,1,2,2,2,2,1,0.4937398809523809
1399,1418,499,272,15,MON,2,A,1,3,1,2,ALASKA,PUERTO VALLARTA,222,7,52,4,1,8:00:00,09:50:00,110,2,,,3,,,,0,0,1,1,1,2,1,5,5,5,5,5,5,6,6,5,6,6,6,6,6,5,0,,,,,5,6,6,5,5,5,0,,,5,0,,,2,,,,,11,5,5,5,2,,,,10,3,SALT LAKE CITY,UT,84065.0,US,10,3,2,2,2,2,2,1,0.4937398809523809
1400,1419,500,272,15,MON,2,A,1,3,1,2,ALASKA,PUERTO VALLARTA,222,7,52,4,1,7:30,09:50:00,140,2,,,5,,,,1,0,0,1,1,1,4,4,4,4,3,4,3,6,6,5,4,6,4,6,6,4,0,,,,,4,4,3,4,4,4,0,,,4,0,,,3,,,,,5,4,4,2,2,,,,9,3,PORTO,,,PORTUGAL,15,6,1,3,1,2,2,1,0.4937398809523809
1401,1420,501,272,15,MON,2,A,1,3,1,2,ALASKA,PUERTO VALLARTA,222,7,52,4,1,8:45 AM,09:50:00,65,2,,,3,,,,2,2,2,2,3,1,2,5,2,2,5,5,3,6,6,6,3,6,3,6,6,3,105,,,,,3,3,6,2,2,3,0,,,5,0,,,4,,,,,11,5,5,6,2,,,,5,3,SEATTLE,WA,98112.0,US,10,3,1,4,2,1,1,1,0.4937398809523809
1402,1421,502,272,15,MON,2,A,1,3,1,2,ALASKA,PUERTO VALLARTA,222,7,52,4,1,8:30 AM,09:50:00,80,2,,,2,,,,1,1,2,2,2,1,4,4,4,4,3,4,4,4,4,4,5,6,6,6,6,4,0,,,,,5,5,5,5,5,5,0,,,4,0,,,2,,,,,7,5,4,4,2,,,,9,1,LOS GATOS,CA,,US,4,2,2,2,2,1,4,1,0.4937398809523809
1403,1422,553,239,13,SAT,94,G,2,3,1,1,UNITED INTL,PARIS-DE GAULLE,990,29,47,6,4,1:10 PM,14:50:00,100,2,,,7,,,,2,2,1,2,0,0,0,4,4,4,4,4,4,2,2,3,0,0,0,0,0,3,105,,,,,3,3,3,3,3,3,0,,,3,0,,,2,,,,,6,4,5,5,2,,,,7,1,HILLSDALE,CA,94403.0,US,2,5,1,3,2,2,2,1,0.9440823788546255
1404,1423,554,239,13,SAT,94,G,2,3,1,1,UNITED INTL,PARIS-DE GAULLE,990,29,47,6,4,13:00:00,14:50:00,110,1,,,5,,,,2,2,1,2,0,0,4,4,3,3,4,4,4,3,3,3,3,3,3,3,3,4,102,22.0,,,,4,4,4,3,3,3,0,,,3,15,,,2,,,,,1,3,3,3,2,,,,7,1,OAKLAND,CA,94628.0,US,3,5,1,3,2,2,1,1,0.9440823788546255
1405,1424,555,239,13,SAT,94,G,2,3,1,1,UNITED INTL,PARIS-DE GAULLE,990,29,47,6,4,12:00:00,14:50:00,170,3,,,3,,,,2,2,2,2,1,0,1,5,4,3,5,5,5,6,6,3,6,6,6,6,6,4,16,,,,,4,6,6,4,4,4,0,,,4,3,,,4,,,,,11,6,6,6,0,,,,6,3,PARIS,,,FRANCE,15,3,1,1,2,2,2,1,0.9440823788546255
1406,1425,556,239,13,SAT,94,G,2,3,1,2,UNITED INTL,PARIS-DE GAULLE,990,29,47,6,4,13:00:00,14:50:00,110,1,,,5,,,,1,2,2,2,4,1,4,4,3,3,4,4,4,6,6,6,4,6,4,6,6,4,0,,,,,5,4,6,4,4,4,0,,,4,0,,,1,4,0,,,2,4,4,5,2,,,,10,1,SAN RAMON,CA,,US,5,4,2,4,1,2,1,1,0.9440823788546255
1407,1426,557,239,13,SAT,94,G,2,3,1,2,UNITED INTL,PARIS-DE GAULLE,990,29,47,6,4,12:30 PM,14:50:00,140,1,,,5,,,,1,1,2,2,6,1,4,5,3,3,3,4,4,3,3,4,4,4,4,4,4,4,14,,,,,5,5,5,5,4,0,0,,,4,0,,,1,5,0,,,7,4,5,4,2,,,,7,1,MOUNTAIN VIEW,CA,94040.0,US,4,6,2,3,4,4,4,1,0.9440823788546255
1408,1427,558,239,13,SAT,94,G,2,3,1,2,UNITED INTL,PARIS-DE GAULLE,990,29,47,6,4,13:00:00,14:50:00,110,2,,,2,,,,2,2,2,1,1,1,4,6,6,6,6,6,6,6,6,4,6,6,6,6,6,4,0,,,,,5,6,6,6,5,5,0,,,5,0,,,2,,,,,7,3,5,4,2,,,,8,1,OAKLAND,CA,94618.0,US,3,5,2,0,2,1,2,1,0.9440823788546255
1409,1428,559,239,13,SAT,94,G,2,3,1,2,UNITED INTL,PARIS-DE GAULLE,990,29,47,6,4,12:00:00,14:50:00,170,2,,,5,,,,2,1,2,2,5,1,2,6,3,3,3,3,2,6,6,6,6,6,6,6,6,4,9,,,,,4,6,6,4,4,4,0,,,5,0,,,2,,,,,6,5,2,4,1,5.0,13.0,,8,1,SAN MATEO,CA,94403.0,US,2,3,1,3,3,2,2,1,0.9440823788546255
1410,1429,560,239,13,SAT,94,G,2,3,1,2,UNITED INTL,PARIS-DE GAULLE,990,29,47,6,4,12:30 PM,14:50:00,140,2,,,2,,,,1,2,2,1,3,1,4,4,3,4,5,5,5,6,6,5,5,6,6,6,6,4,0,,,,,5,6,6,4,3,4,0,,,4,0,,,1,5,0,,,6,5,5,5,2,,,,9,1,SAN MATEO,CA,94402.0,US,2,4,2,4,2,2,2,1,0.9440823788546255
1411,1430,561,239,13,SAT,94,G,2,3,1,2,UNITED INTL,PARIS-DE GAULLE,990,29,47,6,4,1:45 PM,14:50:00,65,2,,,3,,,,2,2,2,2,1,1,3,4,4,4,4,4,4,6,6,6,6,6,6,6,6,4,62,,,,,4,6,6,6,4,4,0,,,4,0,,,4,,,,,11,6,4,6,2,,,,8,3,SEATTLE,WA,98199.0,US,10,4,2,2,2,2,2,1,0.9440823788546255
1412,1431,562,239,13,SAT,94,G,2,3,1,2,UNITED INTL,PARIS-DE GAULLE,990,29,47,6,4,4:00:00,14:50:00,650,1,,,9,,,,1,0,0,0,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,,,,,5,5,5,5,5,5,0,,,5,0,,,0,,,,,5,5,5,5,2,,,,10,3,PARIS,,,FRANCE,15,4,1,4,2,1,2,1,0.9440823788546255
1413,1432,563,239,13,SAT,94,G,2,3,1,2,UNITED INTL,PARIS-DE GAULLE,990,29,47,6,4,12:15 PM,14:50:00,155,2,,,4,,,,1,2,2,2,2,1,4,4,4,3,0,3,3,3,3,6,6,6,6,6,6,3,0,,,,,4,6,6,6,3,3,0,,,4,0,,,1,5,1,,,1,4,3,4,2,,,,8,1,OAKLAND,CA,94602.0,US,3,6,2,4,2,4,1,1,0.9440823788546255
1414,1433,564,239,13,SAT,94,G,2,3,1,2,UNITED INTL,PARIS-DE GAULLE,990,29,47,6,4,11:55 AM,14:50:00,175,2,,,8,,,,1,1,2,2,3,1,1,6,6,4,5,5,4,6,4,6,6,6,6,4,6,4,0,,,,,4,6,6,6,4,4,0,,,5,1,2.0,,2,,,,,5,5,5,4,2,,,,9,3,MOISSY CRANAYEL,,,FRANCE,15,4,2,3,2,2,1,1,0.9440823788546255
1415,1434,569,301,17,WED,46,C,1,2,1,1,DELTA,ATLANTA,62,15,1,2,4,6:15 AM,07:45:00,90,2,,,5,,,,1,1,2,2,2,1,2,2,2,2,4,4,4,2,2,3,4,4,4,4,4,4,14,105.0,,,,4,4,4,4,4,4,0,,,4,1,,,2,,,,,8,3,5,5,2,,,,7,1,VALLEJO,CA,94590.0,US,8,5,4,2,2,2,2,1,1.3045777777777778
1416,1435,568,301,17,WED,46,C,1,2,1,1,DELTA,ATLANTA,62,15,1,2,4,6:00:00,07:45:00,105,2,,,8,,,,1,1,2,1,3,1,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,14,22.0,,,,3,3,3,3,3,3,0,,,0,0,,,0,,,,,0,0,0,0,0,,,,8,1,MILPITAS,CA,95035.0,US,4,4,1,2,2,2,2,1,1.3045777777777778
1417,1436,567,301,17,WED,46,C,1,2,1,1,DELTA,ATLANTA,62,15,1,2,4,N,07:45:00,N,3,,,9,,,,1,2,2,2,3,1,2,4,3,4,3,2,4,6,6,3,3,3,4,4,4,4,71,,,,,4,4,4,4,4,4,4,,,5,4,,,2,,,,,5,5,4,4,1,43.0,,,9,1,SAN FRANCISCO,CA,94103.0,US,1,4,1,3,1,2,2,1,1.3045777777777778
1418,1437,566,301,17,WED,46,C,1,2,1,1,DELTA,ATLANTA,62,15,1,2,4,6:00:00,07:45:00,105,1,,,1,,,3,1,1,2,1,4,1,4,4,3,3,4,4,5,5,5,5,5,4,6,4,6,4,0,,,,,3,6,6,3,3,3,0,,,5,9,,,1,3,0,,,3,5,5,5,2,,,,9,1,SAN ANSELMO,CA,94960.0,US,6,6,1,3,3,2,1,1,1.3045777777777778
1419,1438,565,301,17,WED,46,C,1,2,1,1,DELTA,ATLANTA,62,15,1,2,4,6:00:00,07:45:00,105,1,,,8,,,,2,2,1,1,1,1,2,3,5,6,5,5,4,6,6,3,6,6,5,6,5,4,208,,,,,5,5,5,5,5,5,0,,,5,0,,,2,,,,,6,5,5,3,2,,,,9,1,ALAMEDA,CA,94501.0,US,3,6,1,2,2,2,1,1,1.3045777777777778
1420,1439,570,301,17,WED,46,C,1,2,1,2,DELTA,ATLANTA,62,15,1,2,4,5:30 AM,07:45:00,135,2,3.0,,5,,,,1,2,1,2,2,1,4,5,4,4,5,4,4,3,3,6,5,5,6,6,6,4,0,,,,,5,6,6,5,5,5,0,,,5,8,,,1,5,1,,,5,5,5,5,2,,,,10,1,SAN FRANCISCO,CA,94122.0,US,1,6,2,0,2,2,2,1,1.3045777777777778
1421,1440,571,301,17,WED,46,C,1,2,1,2,DELTA,ATLANTA,62,15,1,2,4,5:20 AM,07:45:00,145,2,,,1,,,3,2,1,1,1,3,1,2,4,4,4,4,3,3,6,6,4,4,4,6,4,6,4,0,,,,,5,6,6,5,5,5,0,,,5,0,,,2,,,,,4,4,5,5,2,,,,9,1,NAPA,CA,94558.0,US,9,3,2,3,2,4,1,1,1.3045777777777778
1422,1441,572,301,17,WED,46,C,1,2,1,2,DELTA,ATLANTA,62,15,1,2,4,6:00:00,07:45:00,105,1,,,9,,,,2,1,1,2,2,1,4,3,3,3,3,3,3,3,3,2,3,3,3,6,3,3,72,74.0,,,,3,3,3,3,3,3,0,,,3,0,,,2,,,,,1,4,4,4,2,,,,8,3,ATLANTA,GA,30318.0,US,12,6,1,0,2,4,4,1,1.3045777777777778
1423,1442,573,301,17,WED,46,C,1,2,1,2,DELTA,ATLANTA,62,15,1,2,4,5:45 AM,07:45:00,120,2,,,8,,,,1,2,1,2,1,2,1,3,2,2,3,3,5,6,6,6,6,6,6,6,6,3,0,,,,,5,6,6,4,4,4,0,,,4,0,,,2,,,,,5,5,5,5,2,,,,9,3,ATLANTA,GA,30345.0,US,12,2,2,2,2,2,2,1,1.3045777777777778
1424,1443,574,301,17,WED,46,C,1,2,1,2,DELTA,ATLANTA,62,15,1,2,4,5:45 AM,07:45:00,120,1,2.0,,8,,,,1,0,1,1,1,2,1,6,3,3,4,3,4,3,3,4,4,4,4,6,4,3,0,,,,,4,4,4,4,4,4,0,,,4,0,,,1,2,0,,,4,4,3,4,2,,,,9,3,ATLANTA,GA,,US,12,5,2,0,2,2,2,1,1.3045777777777778
1425,1444,575,301,17,WED,46,C,1,2,1,2,DELTA,ATLANTA,62,15,1,2,4,6:15 AM,07:45:00,90,1,,,9,,,,2,1,2,2,1,2,4,3,3,3,4,4,4,3,3,3,5,3,4,3,5,4,0,,,,,3,5,4,6,6,3,0,,,5,4,,,1,5,1,,,5,5,5,5,2,,,,9,3,BIRMINGHAM,AL,35242.0,US,11,6,1,4,1,2,2,1,1.3045777777777778
1426,1445,576,301,17,WED,46,C,1,2,1,2,DELTA,ATLANTA,62,15,1,2,4,5:30 AM,07:45:00,135,1,,,9,,,,2,2,2,1,6,1,4,3,3,3,3,3,4,3,3,3,3,6,4,6,0,3,5,,,,,4,4,3,3,4,0,0,,,3,11,,,1,3,1,,,4,1,3,4,2,,,,7,1,NAPA,CA,94558.0,US,9,5,1,4,1,2,2,1,1.3045777777777778
1427,1446,577,301,17,WED,46,C,1,2,1,2,DELTA,ATLANTA,62,15,1,2,4,6:00:00,07:45:00,105,2,,,9,,,,1,0,0,0,3,1,4,5,3,4,5,5,5,5,5,6,4,6,5,6,4,4,0,,,,,5,5,5,6,4,5,0,,,5,0,,,2,,,,,7,5,5,5,2,,,,9,3,BOSTON,MA,1810.0,US,12,4,1,4,2,2,2,1,1.3045777777777778
1428,1447,578,301,17,WED,46,C,1,2,1,2,DELTA,ATLANTA,62,15,1,2,4,6:00:00,07:45:00,105,1,,,9,,,,2,1,1,1,2,1,3,4,3,4,5,5,4,6,6,5,5,6,5,6,5,4,0,,,,,5,5,5,5,5,5,0,,,4,0,,,2,,,,,6,5,5,5,2,,,,10,3,ATLANTA,GA,30022.0,US,12,3,2,4,2,2,2,1,1.3045777777777778
1429,1448,579,301,17,WED,46,C,1,2,1,2,DELTA,ATLANTA,62,15,1,2,4,6:10 AM,07:45:00,95,1,,,5,,,,2,2,2,1,2,1,2,3,6,3,6,0,4,6,6,5,6,6,6,6,6,4,0,,,,,5,6,6,6,4,5,0,,,4,0,,,2,,,,,6,5,5,5,2,,,,8,1,SAN MATEO,CA,94403.0,US,2,3,2,2,2,2,1,1,1.3045777777777778
1430,1449,580,301,17,WED,46,C,1,2,1,2,DELTA,ATLANTA,62,15,1,2,4,5:10 AM,07:45:00,155,1,,,1,,,3,2,2,2,1,0,1,2,5,6,6,5,5,5,6,3,6,5,5,6,5,6,5,0,,,,,5,6,6,6,5,5,0,,,5,0,,,0,,,,,9,5,5,5,2,,,,10,1,SANTA ROSA,CA,95404.0,US,7,6,1,4,2,1,1,1,1.3045777777777778
1431,1450,581,301,17,WED,46,C,1,2,1,2,DELTA,ATLANTA,62,15,1,2,4,5:45 AM,07:45:00,120,2,,,8,,,,1,2,1,2,2,1,4,3,2,2,3,3,4,4,4,6,4,6,3,6,2,4,0,,,,,5,5,4,5,5,5,0,,,5,18,,,1,2,14,,,5,5,5,5,1,34.0,,,9,3,ATLANTA,GA,30303.0,US,12,7,1,4,1,2,2,1,1.3045777777777778
1432,1451,582,301,17,WED,46,C,1,2,1,2,DELTA,ATLANTA,62,15,1,2,4,5:45 AM,07:45:00,120,2,,,8,,,,1,2,1,2,1,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,,,,,5,5,5,5,5,5,0,,,4,6,,,2,,,,,5,5,5,5,2,,,,9,3,ATLANTA,GA,30097.0,US,12,2,2,4,2,2,2,1,1.3045777777777778
1433,1452,694,235,13,SAT,92,G,2,3,1,1,AIR CANADA,TORONTO,738,3,67,4,4,9:30 AM,11:35:00,125,3,,,6,,,,1,1,1,1,3,1,3,5,5,5,5,3,3,3,3,3,6,6,3,6,6,4,1,,,,,3,3,3,3,3,3,0,,,3,4,,,2,,,,,2,3,3,3,2,,,,7,1,BERKELEY,CA,94722.0,US,3,4,2,2,2,2,2,1,0.2847177142857143
1434,1453,693,235,13,SAT,92,G,2,3,1,1,AIR CANADA,TORONTO,738,3,67,4,4,10:00:00,11:35:00,95,3,,,1,,,0,1,1,2,2,2,1,4,2,2,2,4,4,4,3,3,3,4,4,3,3,4,4,102,,,,,3,3,3,3,3,3,0,,,4,0,,,1,5,1,,,6,5,5,5,2,,,,8,1,MILLBRAE,CA,94030.0,US,2,5,1,3,2,1,2,1,0.2847177142857143
1435,1454,692,235,13,SAT,92,G,2,3,1,1,AIR CANADA,TORONTO,738,3,67,4,4,9:30 AM,11:35:00,125,3,,,2,,,,1,2,2,2,3,1,4,5,5,5,4,4,4,3,3,3,3,3,3,3,3,4,1,,,,,4,4,4,4,4,4,0,,,4,4,,,2,,,,,6,3,3,3,0,,,,7,1,REDWOOD CITY,CA,94063.0,US,2,5,1,3,1,1,1,1,0.2847177142857143
1436,1455,691,235,13,SAT,92,G,2,3,1,1,AIR CANADA,TORONTO,738,3,67,4,4,10:10 AM,11:35:00,85,3,,,6,,,,2,2,2,2,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,151,102.0,14.0,,,4,5,5,5,4,5,0,,,3,11,,,2,,,,,1,3,3,3,2,,,,5,1,OAKLAND,CA,94116.0,US,3,4,2,1,2,2,2,1,0.2847177142857143
1437,1456,690,235,13,SAT,92,G,2,3,1,1,AIR CANADA,TORONTO,738,3,67,4,4,10:00:00,11:35:00,95,3,,,6,,,,0,0,0,0,0,0,0,2,2,5,5,5,5,6,6,2,3,3,3,3,3,4,103,,,,,3,4,4,4,4,4,0,,,3,12,,,1,5,1,,,5,3,3,3,2,,,,7,3,TORONTO,ON,,CANADA,13,4,2,1,2,2,2,1,0.2847177142857143
1438,1457,689,235,13,SAT,92,G,2,3,1,1,AIR CANADA,TORONTO,738,3,67,4,4,9:45 AM,11:35:00,110,3,,,5,,,,0,0,0,0,2,1,3,3,3,3,5,5,5,6,6,3,3,3,3,6,6,3,14,,,,,5,5,5,5,5,5,0,,,5,4,,,2,,,,,6,4,4,4,2,,,,5,3,TORONTO,ON,,CANADA,13,5,2,2,2,1,2,1,0.2847177142857143
1439,1458,695,235,13,SAT,92,G,2,3,1,2,AIR CANADA,TORONTO,738,3,67,4,4,10:00:00,11:35:00,95,2,,,5,,,,1,1,1,1,4,1,4,5,3,4,4,2,3,6,6,3,4,6,4,6,6,4,0,,,,,4,4,6,3,3,4,0,,,4,1,,,1,5,1,,,5,4,4,3,1,32.0,,,8,1,SAN FRANCISCO,CA,94131.0,US,1,6,1,3,2,2,2,1,0.2847177142857143
1440,1459,696,235,13,SAT,92,G,2,3,1,2,AIR CANADA,TORONTO,738,3,67,4,4,10:00:00,11:35:00,95,5,,,3,,,,1,2,2,1,1,1,3,2,3,3,2,4,4,4,4,5,6,6,6,6,6,3,63,,,,,4,6,6,6,3,3,0,,,4,11,,,3,,,,,11,6,3,2,1,1.0,,,7,3,,,,AUSTRALIA,19,3,1,4,2,2,2,1,0.2847177142857143
1441,1460,697,235,13,SAT,92,G,2,3,1,2,AIR CANADA,TORONTO,738,3,67,4,4,7:15 AM,11:35:00,260,1,,,3,,,,2,2,2,2,5,1,4,4,5,3,4,4,4,4,4,6,4,6,3,6,3,4,58,,,,,3,2,2,4,4,3,12,1.0,,5,1,8.0,,1,4,2,,,11,6,5,4,1,2.0,,,10,3,RENO,NV,89509.0,US,10,4,1,4,1,1,2,1,0.2847177142857143
1442,1461,698,235,13,SAT,92,G,2,3,1,2,AIR CANADA,TORONTO,738,3,67,4,4,10:30 AM,11:35:00,65,2,,,2,,,,1,0,0,0,1,2,0,3,3,3,4,4,4,3,3,5,0,0,0,0,0,4,63,,,,,4,0,0,0,3,4,0,,,4,0,,,1,5,1,,,5,3,5,5,2,,,,8,3,TORONTO,ON,,CANADA,13,5,2,3,2,2,4,1,0.2847177142857143
1443,1462,699,235,13,SAT,92,G,2,3,1,2,AIR CANADA,TORONTO,738,3,67,4,4,9:10 AM,11:35:00,145,1,,,5,,,,1,1,2,1,4,1,2,6,2,3,3,3,4,2,2,4,6,6,6,6,6,2,32,31.0,41.0,,,4,6,6,6,3,3,0,,,3,7,,,2,,,,,5,5,2,4,1,51.0,,,2,3,TORONTO,ON,,CANADA,13,3,1,2,1,2,2,1,0.2847177142857143
1444,1463,677,248,14,SUN,72,F,1,1,1,1,UNITED,DENVER,431,28,16,1,4,8:50 AM,09:40:00,50,1,,,1,,,3,2,1,1,2,3,1,3,4,4,4,4,5,5,2,2,1,4,4,4,4,4,4,62,,,,,5,5,5,5,5,5,0,,,4,4,,,1,5,1,,,7,5,5,5,2,,,,8,1,CUPERTINO,CA,95014.0,US,4,5,1,4,1,1,2,1,1.632960094637224
1445,1465,700,250,14,SUN,87,F,2,1,1,1,UNITED,CHICAGO-O'HARE,794,28,13,3,4,9:45 AM,11:41:00,116,1,,,5,,,,2,1,1,2,3,1,4,3,3,3,3,3,3,3,3,3,3,6,3,6,3,3,14,,,,,4,4,4,4,4,4,0,,,3,11,,,1,4,1,,,5,4,5,5,2,,,,8,3,CHICAGO,IL,60612.0,US,11,5,1,3,1,1,2,1,1.632960094637224
1446,1466,701,250,14,SUN,87,F,2,1,1,1,UNITED,CHICAGO-O'HARE,794,28,13,3,4,9:45 AM,11:41:00,116,1,,,5,,,,2,2,2,2,4,1,3,4,4,4,3,3,3,2,2,2,3,3,3,4,4,3,14,,,,,3,3,3,3,3,3,0,,,3,0,,,2,,,,,5,5,5,5,2,,,,7,3,CHICAGO,IL,60618.0,US,11,5,2,3,1,1,2,1,1.632960094637224
1447,1467,702,250,14,SUN,87,F,2,1,1,1,UNITED,CHICAGO-O'HARE,794,28,13,3,4,10:15 AM,11:41:00,86,5,,,1,,,0,2,2,2,2,3,1,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,,,,,5,5,5,5,5,5,1,,,5,15,,,1,5,1,,,5,5,5,5,2,,,,10,1,SAN FRANCISCO,CA,94103.0,US,1,6,1,3,2,2,1,1,1.632960094637224
1448,1468,703,250,14,SUN,87,F,2,1,1,1,UNITED,CHICAGO-O'HARE,794,28,13,3,4,10:00:00,11:41:00,101,1,,,6,,,,2,2,1,2,4,1,3,2,2,2,4,4,4,1,1,1,3,3,3,3,3,3,32,,,,,4,4,4,4,4,4,0,,,4,15,,,1,4,1,,,5,5,5,5,2,,,,7,3,CHICAGO,IL,60620.0,US,11,5,1,4,1,1,2,1,1.632960094637224
